Date,Open,High,Low,Close,Adj Close,Volume,Return
2023-09-08,443.55999755859375,446.80999755859375,438.8500061035156,442.79998779296875,442.79998779296875,2697500.0,-0.0007673124615895643
2023-09-11,443.07000732421875,449.8900146484375,442.75,445.3599853515625,445.3599853515625,2913800.0,0.005781385793060867
2023-09-12,442.8500061035156,445.44000244140625,434.1199951171875,434.69000244140625,434.69000244140625,3124000.0,-0.02395810863370107
2023-09-14,410.3999938964844,411.3900146484375,400.0,400.489990234375,400.489990234375,10709000.0,-0.02850281457002668
2023-09-15,401.0,404.70001220703125,395.0299987792969,396.94000244140625,396.94000244140625,9110700.0,-0.008864111162656618
2023-09-18,395.5,399.4700012207031,392.6000061035156,394.3999938964844,394.3999938964844,4704700.0,-0.006398973470296165
2023-09-19,392.8399963378906,398.2300109863281,390.25,396.20001220703125,396.20001220703125,4076800.0,0.004563941020291562
2023-09-20,397.04998779296875,397.989990234375,386.1199951171875,386.29998779296875,386.29998779296875,3866600.0,-0.02498744096173655
2023-09-21,386.5,395.8999938964844,383.4200134277344,384.1499938964844,384.1499938964844,5547900.0,-0.0055656069490652715
2023-09-22,385.0,386.8800048828125,378.3599853515625,379.80999755859375,379.80999755859375,3692800.0,-0.011297660827400913
2023-09-25,382.8999938964844,386.6199951171875,380.80999755859375,384.79998779296875,384.79998779296875,3757300.0,0.013138122393961504
2023-09-26,382.8800048828125,384.55999755859375,377.3599853515625,379.25,379.25,4089400.0,-0.014423045657565803
2023-09-27,382.3999938964844,384.2200012207031,376.25,377.5899963378906,377.5899963378906,3843500.0,-0.004377069643004328
2023-09-28,375.6000061035156,378.9599914550781,371.1000061035156,376.3599853515625,376.3599853515625,4369900.0,-0.0032575306503285217
2023-09-29,380.0,382.5799865722656,375.3500061035156,377.6000061035156,377.6000061035156,4198700.0,0.003294773090170011
2023-10-02,377.4800109863281,384.80999755859375,376.79998779296875,380.3299865722656,380.3299865722656,3102100.0,0.007229821039784534
2023-10-03,377.1099853515625,394.8999938964844,372.8500061035156,376.75,376.75,8878100.0,-0.009412843316748076
2023-10-04,376.5,380.2200012207031,373.5799865722656,376.8999938964844,376.8999938964844,4303700.0,0.00039812580354170457
2023-10-05,378.010009765625,378.6000061035156,367.239990234375,372.5899963378906,372.5899963378906,5034800.0,-0.011435387711302258
2023-10-06,368.42999267578125,382.5199890136719,367.7699890136719,381.510009765625,381.510009765625,4773400.0,0.023940560711257275
2023-10-09,378.04998779296875,387.1700134277344,377.760009765625,385.95001220703125,385.95001220703125,3299800.0,0.011637971030259209
2023-10-10,385.5799865722656,388.70001220703125,372.25,373.32000732421875,373.32000732421875,7288900.0,-0.03272445778816946
2023-10-11,372.7799987792969,377.80999755859375,365.3399963378906,365.92999267578125,365.92999267578125,9151400.0,-0.019795388683841564
2023-10-12,366.4800109863281,368.8299865722656,359.04998779296875,361.20001220703125,361.20001220703125,7376100.0,-0.012925916332146126
2023-10-13,355.6400146484375,358.92999267578125,352.04998779296875,355.67999267578125,355.67999267578125,6312600.0,-0.015282445583324256
2023-10-16,356.2099914550781,363.0799865722656,354.7699890136719,360.82000732421875,360.82000732421875,5128900.0,0.014451233564669153
2023-10-17,361.1000061035156,362.70001220703125,353.8900146484375,355.7200012207031,355.7200012207031,5908400.0,-0.014134488110391752
2023-10-18,351.0,354.7900085449219,344.7300109863281,346.19000244140625,346.19000244140625,11429600.0,-0.026790730761816484
2023-10-20,405.6300048828125,410.6400146484375,398.010009765625,400.9599914550781,400.9599914550781,12768900.0,-0.0020160728295866015
2023-10-23,403.32000732421875,407.5400085449219,398.5199890136719,406.8399963378906,406.8399963378906,7390000.0,0.014664816959602422
2023-10-24,409.67999267578125,416.69000244140625,408.3900146484375,413.7300109863281,413.7300109863281,6459200.0,0.016935440739497043
2023-10-25,416.0199890136719,418.8399963378906,410.1099853515625,411.25,411.25,6299600.0,-0.005994273851238852
2023-10-26,411.4200134277344,417.30999755859375,401.5400085449219,403.5400085449219,403.5400085449219,6849700.0,-0.018747699586816102
2023-10-27,406.4200134277344,410.2099914550781,395.6199951171875,397.8699951171875,397.8699951171875,4997600.0,-0.014050684709501882
2023-10-30,402.3500061035156,412.82000732421875,399.4100036621094,410.0799865722656,410.0799865722656,5317100.0,0.030688394714162515
2023-10-31,409.239990234375,412.5199890136719,404.6300048828125,411.69000244140625,411.69000244140625,3877600.0,0.003926102033406265
2023-11-01,414.7699890136719,420.6000061035156,414.17999267578125,420.19000244140625,420.19000244140625,4806100.0,0.020646602904110578
2023-11-02,421.1700134277344,426.69000244140625,417.1000061035156,424.7099914550781,424.7099914550781,4476000.0,0.010757012273994171
2023-11-03,428.760009765625,434.82000732421875,425.5299987792969,432.3599853515625,432.3599853515625,3664800.0,0.018012276730940746
2023-11-06,434.3800048828125,435.0299987792969,429.6099853515625,434.739990234375,434.739990234375,3003200.0,0.005504683512460806
2023-11-07,436.17999267578125,437.6400146484375,431.0,434.6099853515625,434.6099853515625,3291100.0,-0.00029904054315865736
2023-11-08,435.0,438.07000732421875,433.67999267578125,436.6499938964844,436.6499938964844,2356800.0,0.004693883283127143
2023-11-09,438.0299987792969,440.3800048828125,434.3500061035156,435.1499938964844,435.1499938964844,2735500.0,-0.003435245668079845
2023-11-10,437.4800109863281,447.4800109863281,435.510009765625,447.239990234375,447.239990234375,4440600.0,0.027783514897087747
2023-11-13,447.25,448.42999267578125,442.6000061035156,444.6199951171875,444.6199951171875,2896100.0,-0.00585814143277863
2023-11-14,448.7799987792969,454.0799865722656,445.6400146484375,448.6499938964844,448.6499938964844,4060900.0,0.009063917105740282
2023-11-15,452.80999755859375,462.75,452.45001220703125,461.94000244140625,461.94000244140625,5035300.0,0.029622219381971515
2023-11-16,463.0,467.2799987792969,459.6499938964844,466.95001220703125,466.95001220703125,3656000.0,0.010845585442149419
2023-11-17,466.95001220703125,467.6499938964844,462.760009765625,465.9100036621094,465.9100036621094,2798500.0,-0.002227237429561879
2023-11-20,465.3999938964844,476.760009765625,465.3999938964844,474.4700012207031,474.4700012207031,3617600.0,0.018372641693269465
2023-11-21,472.6300048828125,477.0199890136719,471.2099914550781,474.95001220703125,474.95001220703125,2997700.0,0.0010116782622571208
2023-11-22,476.79998779296875,482.70001220703125,476.55999755859375,478.0,478.0,2841600.0,0.006421702736243429
2023-11-23,476.79998779296875,482.70001220703125,476.55999755859375,478.0,478.0,2841600.0,0.006421702736243429
2023-11-24,477.1099853515625,480.3999938964844,475.20001220703125,479.55999755859375,479.55999755859375,1404700.0,0.0032635932188154193
2023-11-27,479.0299987792969,482.0,475.3500061035156,479.1700134277344,479.1700134277344,3625900.0,-0.0008132123881157138
2023-11-28,478.1099853515625,480.5,475.95001220703125,479.0,479.0,2890200.0,-0.00035480815361998985
2023-11-29,479.0,480.989990234375,474.489990234375,477.19000244140625,477.19000244140625,2855500.0,-0.0037787005398617346
2023-11-30,475.30999755859375,478.5899963378906,470.4200134277344,473.9700012207031,473.9700012207031,4287300.0,-0.006747838815207574
2023-12-01,473.1700134277344,475.2300109863281,464.6000061035156,465.739990234375,465.739990234375,4338100.0,-0.017363991318294136
2023-12-04,460.989990234375,461.20001220703125,451.20001220703125,453.8999938964844,453.8999938964844,5157700.0,-0.02542190188979132
2023-12-05,450.70001220703125,456.3900146484375,449.5799865722656,455.1499938964844,455.1499938964844,3380700.0,0.002753910590016506
2023-12-06,460.0,460.5,445.7300109863281,446.7300109863281,446.7300109863281,4178800.0,-0.018499358503938024
2023-12-07,450.8500061035156,452.8900146484375,448.32000732421875,452.0,452.0,3506700.0,0.011796809894272231
2023-12-08,450.760009765625,455.5,450.760009765625,453.760009765625,453.760009765625,3456100.0,0.003893826915099652
2023-12-11,459.3599853515625,470.6499938964844,457.2099914550781,459.8900146484375,459.8900146484375,4929700.0,0.013509354616725089
2023-12-12,465.2300109863281,465.6099853515625,459.20001220703125,463.0,463.0,3302700.0,0.00676245461415359
2023-12-13,461.9800109863281,481.25,461.9800109863281,479.9800109863281,479.9800109863281,5820200.0,0.0366738898192831
2023-12-14,480.3599853515625,480.760009765625,464.760009765625,469.8299865722656,469.8299865722656,5176400.0,-0.021146764827153608
2023-12-15,467.29998779296875,473.0,467.29998779296875,472.05999755859375,472.05999755859375,7838300.0,0.004746421152463265
2023-12-18,476.29998779296875,492.0400085449219,475.1000061035156,486.1199951171875,486.1199951171875,6410700.0,0.029784344429329757
2023-12-19,488.3999938964844,496.1400146484375,484.05999755859375,495.0199890136719,495.0199890136719,3849000.0,0.018308224277709284
2023-12-20,492.0,500.8900146484375,488.3900146484375,489.2699890136719,489.2699890136719,4563700.0,-0.011615692553056056
2023-12-21,492.6600036621094,494.3999938964844,486.7699890136719,491.6099853515625,491.6099853515625,2756200.0,0.0047826279772602565
2023-12-22,494.0,496.0199890136719,485.45001220703125,486.760009765625,486.760009765625,2701100.0,-0.009865494457906854
2023-12-25,494.0,496.0199890136719,485.45001220703125,486.760009765625,486.760009765625,2701100.0,-0.009865494457906854
2023-12-26,489.3900146484375,491.4800109863281,486.3800048828125,491.19000244140625,491.19000244140625,2034500.0,0.009100979100387319
2023-12-27,491.239990234375,494.0199890136719,489.25,491.7900085449219,491.7900085449219,2561300.0,0.0012215356593849869
2023-12-28,492.0,492.8900146484375,489.07000732421875,490.510009765625,490.510009765625,1710500.0,-0.0026027344131778207
2023-12-29,490.3699951171875,492.2300109863281,481.94000244140625,486.8800048828125,486.8800048828125,2739500.0,-0.00740047055216464
2024-01-01,490.3699951171875,492.2300109863281,481.94000244140625,486.8800048828125,486.8800048828125,2739500.0,-0.00740047055216464
2024-01-02,483.19000244140625,484.6499938964844,461.8599853515625,468.5,468.5,5049400.0,-0.037750584740559257
2024-01-03,467.32000732421875,475.04998779296875,465.7699890136719,470.260009765625,470.260009765625,3443700.0,0.003756691068569795
2024-01-04,472.9800109863281,480.739990234375,466.5299987792969,474.6700134277344,474.6700134277344,3636500.0,0.00937779860189969
2024-01-05,476.5,479.54998779296875,471.79998779296875,474.05999755859375,474.05999755859375,2612500.0,-0.0012851367305373174
2024-01-08,473.8900146484375,485.239990234375,473.6499938964844,485.0299987792969,485.0299987792969,3675800.0,0.023140533428676946
2024-01-09,475.5299987792969,485.0899963378906,473.79998779296875,482.0899963378906,482.0899963378906,3526800.0,-0.006061485781921783
2024-01-10,481.6000061035156,487.0,472.95001220703125,478.3299865722656,478.3299865722656,4342400.0,-0.00779939387705042
2024-01-11,492.5400085449219,503.4100036621094,483.82000732421875,492.2300109863281,492.2300109863281,7993300.0,0.02905948781022638
2024-01-12,500.510009765625,500.7900085449219,490.6099853515625,492.1600036621094,492.1600036621094,4996600.0,-0.0001422248189997255
2024-01-15,500.510009765625,500.7900085449219,490.6099853515625,492.1600036621094,492.1600036621094,4996600.0,-0.0001422248189997255
2024-01-16,490.0,494.1499938964844,478.0199890136719,481.239990234375,481.239990234375,4679000.0,-0.022187933490083966
2024-01-17,484.5,486.2099914550781,475.260009765625,480.3299865722656,480.3299865722656,4894600.0,-0.0018909560314515073
2024-01-18,480.0299987792969,485.7699890136719,478.0199890136719,485.30999755859375,485.30999755859375,4054400.0,0.010367895250235293
2024-01-19,484.9800109863281,485.6700134277344,476.05999755859375,482.95001220703125,482.95001220703125,5665600.0,-0.004862840995311646
2024-01-22,487.54998779296875,489.79998779296875,479.8999938964844,485.7099914550781,485.7099914550781,5212300.0,0.0057148342028898735
2024-01-23,492.0,498.9599914550781,481.3999938964844,492.19000244140625,492.19000244140625,15506000.0,0.013341317041709377
2024-01-25,551.9500122070312,563.4600219726562,548.4600219726562,562.0,562.0,9451900.0,0.03143870104120583
2024-01-26,561.8099975585938,579.6400146484375,558.4299926757812,570.4199829101562,570.4199829101562,12770600.0,0.01498217599671925
2024-01-29,571.3499755859375,578.5499877929688,562.6799926757812,575.7899780273438,575.7899780273438,6905400.0,0.00941410763660655
2024-01-30,567.3200073242188,570.8800048828125,560.8200073242188,562.8499755859375,562.8499755859375,6181800.0,-0.0224734763285368
2024-01-31,562.8499755859375,572.1500244140625,562.0399780273438,564.1099853515625,564.1099853515625,4857600.0,0.0022386245363399393
2024-02-01,567.02001953125,572.6599731445312,563.8300170898438,567.510009765625,567.510009765625,3174000.0,0.0060272367133220595
2024-02-02,564.52001953125,567.7999877929688,562.3699951171875,564.6400146484375,564.6400146484375,4030800.0,-0.0050571709182235525
2024-02-05,562.469970703125,575.75,557.2000122070312,562.0599975585938,562.0599975585938,4143100.0,-0.004569313231280958
2024-02-06,564.1199951171875,566.3400268554688,554.3699951171875,555.8800048828125,555.8800048828125,2840300.0,-0.010995254425906764
2024-02-07,558.1599731445312,567.7999877929688,554.97998046875,559.2999877929688,559.2999877929688,4373600.0,0.006152376196508769
2024-02-08,560.5499877929688,563.7000122070312,555.739990234375,558.530029296875,558.530029296875,3175500.0,-0.0013766467242956049
2024-02-09,565.0,566.0,558.0999755859375,561.3200073242188,561.3200073242188,3055700.0,0.004995215800403852
2024-02-12,560.3599853515625,568.4400024414062,557.0,557.8499755859375,557.8499755859375,3608500.0,-0.006181913512797621
2024-02-13,550.7999877929688,559.2000122070312,549.0,554.52001953125,554.52001953125,3511500.0,-0.0059692680835736756
2024-02-15,581.9099731445312,593.77001953125,580.3200073242188,593.4600219726562,593.4600219726562,5220900.0,0.024390251611321467
2024-02-16,596.9500122070312,597.0,577.4600219726562,583.9500122070312,583.9500122070312,4323600.0,-0.016024684753008
2024-02-19,596.9500122070312,597.0,577.4600219726562,583.9500122070312,583.9500122070312,4323600.0,-0.016024684753008
2024-02-20,580.1799926757812,586.0,569.6599731445312,575.1300048828125,575.1300048828125,3124200.0,-0.01510404510633312
2024-02-21,573.510009765625,575.780029296875,567.3200073242188,573.3499755859375,573.3499755859375,2281100.0,-0.0030950033588278414
2024-02-22,582.75,590.8499755859375,578.8900146484375,588.469970703125,588.469970703125,3526600.0,0.026371319021572415
2024-02-23,586.4000244140625,592.4299926757812,579.8200073242188,583.5599975585938,583.5599975585938,2568900.0,-0.008343625654618547
2024-02-26,583.5599975585938,590.75,583.27001953125,587.6500244140625,587.6500244140625,2393700.0,0.0070087512382273065
2024-02-27,595.0,605.3599853515625,592.3300170898438,601.6699829101562,601.6699829101562,4489400.0,0.023857666831670565
2024-02-28,595.7899780273438,598.1699829101562,590.010009765625,596.47998046875,596.47998046875,2605200.0,-0.008625995294468947
2024-02-29,604.25,604.52001953125,595.1599731445312,602.9199829101562,602.9199829101562,3572100.0,0.010796678266293602
2024-03-01,599.8099975585938,620.280029296875,599.5,619.3400268554688,619.3400268554688,4264200.0,0.027234200906821382
2024-03-04,621.5599975585938,624.4199829101562,615.0800170898438,615.8300170898438,615.8300170898438,3020300.0,-0.005667338801669475
2024-03-05,610.0999755859375,610.9099731445312,592.0,598.5,598.5,3849600.0,-0.02814091000587826
2024-03-06,602.989990234375,607.9299926757812,593.5599975585938,597.6900024414062,597.6900024414062,2469600.0,-0.0013533793794381355
2024-03-07,599.3400268554688,610.530029296875,595.9000244140625,608.510009765625,608.510009765625,2742800.0,0.018103042179092643
2024-03-08,608.27001953125,616.0900268554688,600.8400268554688,604.8200073242188,604.8200073242188,2774600.0,-0.006063996289604967
2024-03-11,608.0800170898438,611.0,600.3699951171875,600.9299926757812,600.9299926757812,2500900.0,-0.006431689761136172
2024-03-12,600.2100219726562,615.2999877929688,596.27001953125,611.0800170898438,611.0800170898438,2821600.0,0.016890527245723153
2024-03-13,613.3699951171875,614.8499755859375,607.2100219726562,609.4500122070312,609.4500122070312,2192100.0,-0.0026674164384806742
2024-03-14,615.0,620.7999877929688,607.3499755859375,613.010009765625,613.010009765625,3120500.0,0.005841328225922426
2024-03-15,622.9199829101562,622.9199829101562,603.8200073242188,605.8800048828125,605.8800048828125,6670900.0,-0.011631139409189362
2024-03-18,613.5599975585938,627.4099731445312,610.4500122070312,618.3900146484375,618.3900146484375,3344200.0,0.020647668952278098
2024-03-19,615.6199951171875,621.280029296875,608.0,620.739990234375,620.739990234375,2142600.0,0.0038001512480332345
2024-03-20,619.9500122070312,629.510009765625,618.3400268554688,627.6900024414062,627.6900024414062,2639500.0,0.011196333918179091
2024-03-21,630.6500244140625,634.3599853515625,622.3300170898438,622.7100219726562,622.7100219726562,2507700.0,-0.007933821551052822
2024-03-22,624.1599731445312,629.0499877929688,621.0,628.010009765625,628.010009765625,2134100.0,0.00851116507837646
2024-03-25,627.9000244140625,630.4600219726562,623.1599731445312,627.4600219726562,627.4600219726562,1803300.0,-0.0008757627815104696
2024-03-26,625.2000122070312,634.3900146484375,619.1799926757812,629.239990234375,629.239990234375,2804500.0,0.002836783539009735
2024-03-27,629.010009765625,631.3499755859375,610.72998046875,613.530029296875,613.530029296875,2628300.0,-0.024966564715075523
2024-03-28,614.989990234375,615.0,601.5900268554688,607.3300170898438,607.3300170898438,3708800.0,-0.01010547472979706
2024-03-29,614.989990234375,615.0,601.5900268554688,607.3300170898438,607.3300170898438,3708800.0,-0.01010547472979706
2024-04-01,608.0,615.1099853515625,605.5700073242188,614.3099975585938,614.3099975585938,2115900.0,0.011492895579566564
2024-04-02,611.0,615.030029296875,605.510009765625,614.2100219726562,614.2100219726562,2029200.0,-0.0001627445204128719
2024-04-03,612.75,630.4099731445312,611.5,630.0800170898438,630.0800170898438,2931200.0,0.025838059539012193
2024-04-04,633.2100219726562,638.0,616.5800170898438,617.1400146484375,617.1400146484375,3064300.0,-0.020537077974909224
2024-04-05,624.9199829101562,637.9099731445312,622.7100219726562,636.1799926757812,636.1799926757812,3372800.0,0.03085195834885246
2024-04-08,636.3900146484375,639.0,628.1099853515625,628.4099731445312,628.4099731445312,2145700.0,-0.012213555315641389
2024-04-09,631.989990234375,631.989990234375,615.6300048828125,618.2000122070312,618.2000122070312,2146600.0,-0.016247292967694116
2024-04-10,610.969970703125,620.1400146484375,609.3400268554688,618.5800170898438,618.5800170898438,2806200.0,0.0006146956895969335
2024-04-11,624.4199829101562,631.6599731445312,617.239990234375,628.780029296875,628.780029296875,2662700.0,0.01648939817845707
2024-04-12,628.22998046875,633.1199951171875,618.9199829101562,622.8300170898438,622.8300170898438,2956500.0,-0.009462788144980916
2024-04-15,630.1699829101562,630.1699829101562,603.8699951171875,607.1500244140625,607.1500244140625,3085400.0,-0.02517539656975043
2024-04-16,607.5,622.4500122070312,607.5,617.52001953125,617.52001953125,3519100.0,0.017079790332208633
2024-04-17,620.969970703125,620.969970703125,607.7100219726562,613.6900024414062,613.6900024414062,3312200.0,-0.006202255746706076
2024-04-18,612.0999755859375,621.3300170898438,605.4299926757812,610.5599975585938,610.5599975585938,8468400.0,-0.005100302873373486
2024-04-22,550.6599731445312,558.6099853515625,542.010009765625,554.5999755859375,554.5999755859375,8597700.0,-0.0007927400886870162
2024-04-24,574.3099975585938,576.9099731445312,551.2999877929688,555.1199951171875,555.1199951171875,5355300.0,-0.03916919927790996
2024-04-25,549.4600219726562,566.5399780273438,545.7100219726562,564.7999877929688,564.7999877929688,3807100.0,0.017437658093612418
2024-04-26,558.2100219726562,562.9199829101562,553.1900024414062,561.22998046875,561.22998046875,4332600.0,-0.006320834634166772
2024-04-29,559.1799926757812,559.6400146484375,554.239990234375,559.489990234375,559.489990234375,2508900.0,-0.0031003159042247708
2024-04-30,560.0,560.0,549.3800048828125,550.6400146484375,550.6400146484375,3361500.0,-0.015817933726088973
2024-05-01,547.8400268554688,560.3900146484375,544.25,551.7100219726562,551.7100219726562,3473200.0,0.0019432066245710367
2024-05-02,556.02001953125,565.4600219726562,555.5900268554688,565.1500244140625,565.1500244140625,3068200.0,0.024360627695960924
2024-05-03,566.0,580.260009765625,565.1599731445312,579.3400268554688,579.3400268554688,3307500.0,0.025108381541906866
2024-05-06,581.8200073242188,597.3400268554688,580.25,596.969970703125,596.969970703125,3686300.0,0.03043108197330624
2024-05-07,596.280029296875,606.0499877929688,591.3200073242188,606.0,606.0,3614100.0,0.0151264380790197
2024-05-08,601.6300048828125,618.219970703125,601.6300048828125,609.469970703125,609.469970703125,3093900.0,0.0057260242625825075
2024-05-09,614.4000244140625,615.719970703125,605.75,612.0900268554688,612.0900268554688,2065400.0,0.004298909344657487
2024-05-10,619.0,623.97998046875,605.0599975585938,610.8699951171875,610.8699951171875,2653600.0,-0.00199322270377289
2024-05-13,614.2999877929688,618.219970703125,606.8300170898438,616.5900268554688,616.5900268554688,2086200.0,0.009363746433779241
2024-05-14,615.1699829101562,621.47998046875,608.4000244140625,613.6599731445312,613.6599731445312,2792400.0,-0.0047520290360199
2024-05-15,618.5700073242188,624.0999755859375,609.0999755859375,613.52001953125,613.52001953125,5670600.0,-0.00022806378027895313
2024-05-16,615.75,618.3400268554688,609.0900268554688,610.52001953125,610.52001953125,3056400.0,-0.004889815987247026
2024-05-17,617.0,625.7899780273438,614.7100219726562,621.0999755859375,621.0999755859375,3782700.0,0.017329417080885756
2024-05-20,620.4000244140625,644.3699951171875,619.52001953125,640.8200073242188,640.8200073242188,3857900.0,0.03175017310164541
2024-05-21,636.760009765625,650.8800048828125,634.219970703125,650.6099853515625,650.6099853515625,2920200.0,0.015277266495193231
2024-05-22,647.1400146484375,649.25,638.1199951171875,640.469970703125,640.469970703125,2176200.0,-0.015585396592027845
2024-05-23,642.3400268554688,642.7100219726562,630.0,635.6699829101562,635.6699829101562,2313900.0,-0.0074944775126603025
2024-05-24,639.4000244140625,652.0,637.5999755859375,646.75,646.75,2613300.0,0.017430455091049568
2024-05-27,639.4000244140625,652.0,637.5999755859375,646.75,646.75,2613300.0,0.017430455091049568
2024-05-28,647.0499877929688,649.75,643.030029296875,649.0,649.0,2609500.0,0.0034789331271742885
2024-05-29,644.1300048828125,664.25,643.8900146484375,654.6199951171875,654.6199951171875,3695900.0,0.0086594685935093
2024-05-30,653.52001953125,656.489990234375,644.72998046875,647.6599731445312,647.6599731445312,2393400.0,-0.010632156097539092
2024-05-31,644.010009765625,648.5800170898438,628.2999877929688,641.6199951171875,641.6199951171875,4071000.0,-0.009325847323894854
2024-06-03,645.219970703125,646.780029296875,627.27001953125,633.7899780273438,633.7899780273438,2323500.0,-0.012203511657104205
2024-06-04,633.780029296875,635.22998046875,626.4400024414062,631.6199951171875,631.6199951171875,3008200.0,-0.0034238201697512904
2024-06-05,634.02001953125,651.25,628.25,650.27001953125,650.27001953125,2682600.0,0.02952728627693668
2024-06-06,644.8900146484375,657.989990234375,644.239990234375,648.52001953125,648.52001953125,2466700.0,-0.0026911897326306056
2024-06-07,649.3800048828125,650.4000244140625,640.239990234375,641.469970703125,641.469970703125,1876600.0,-0.010870981027263804
2024-06-10,641.010009765625,644.7899780273438,635.5900268554688,644.5,644.5,2066800.0,0.004723571539215987
2024-06-11,640.719970703125,650.1900024414062,640.52001953125,648.5499877929688,648.5499877929688,2167400.0,0.006283922099253214
2024-06-12,652.2100219726562,655.780029296875,643.1099853515625,650.0599975585938,650.0599975585938,2094400.0,0.0023282858592961198
2024-06-13,644.0,655.25,642.3499755859375,653.260009765625,653.260009765625,1863600.0,0.004922641323953814
2024-06-14,655.0499877929688,675.5800170898438,652.6400146484375,669.3800048828125,669.3800048828125,4447100.0,0.024676231326284492
2024-06-17,669.1099853515625,682.7100219726562,665.1099853515625,675.8300170898438,675.8300170898438,3631200.0,0.009635800531807792
2024-06-18,675.6300048828125,687.0599975585938,674.6400146484375,685.6699829101562,685.6699829101562,2943800.0,0.014559823582095177
2024-06-19,675.6300048828125,687.0599975585938,674.6400146484375,685.6699829101562,685.6699829101562,2943800.0,0.014559823582095177
